cdmTableName,cdmFieldName,isRequired,isRequiredThreshold,isRequiredNotes,cdmDatatype,cdmDatatypeThreshold,cdmDatatypeNotes,isPrimaryKey,isPrimaryKeyThreshold,isPrimaryKeyNotes,isForeignKey,isForeignKeyThreshold,isForeignKeyNotes,fkTableName,fkFieldName,fkDomain,fkDomainThreshold,fkDomainNotes,fkClass,fkClassThreshold,fkClassNotes,isStandardValidConcept,isStandardValidConceptThreshold,isStandardValidConceptNotes,measureValueCompleteness,measureValueCompletenessThreshold,measureValueCompletenessNotes,standardConceptRecordCompleteness,standardConceptRecordCompletenessThreshold,standardConceptRecordCompletenessNotes,sourceConceptRecordCompleteness,sourceConceptRecordCompletenessThreshold,sourceConceptRecordCompletenessNotes,sourceValueCompleteness,sourceValueCompletenessThreshold,sourceValueCompletenessNotes,standardConceptFieldName,plausibleValueLow,plausibleValueLowThreshold,plausibleValueLowNotes,plausibleValueHigh,plausibleValueHighThreshold,plausibleValueHighNotes,plausibleTemporalAfter,plausibleTemporalAfterTableName,plausibleTemporalAfterFieldName,plausibleTemporalAfterThreshold,plausibleTemporalAfterNotes,plausibleDuringLife,plausibleDuringLifeThreshold,plausibleDuringLifeNotes,plausibleStartBeforeEnd,plausibleStartBeforeEndFieldName,plausibleStartBeforeEndThreshold,plausibleStartBeforeEndNotes,plausibleAfterBirth,plausibleAfterBirthThreshold,plausibleAfterBirthNotes,plausibleBeforeDeath,plausibleBeforeDeathThreshold,plausibleBeforeDeathNotes,withinVisitDates,withinVisitDatesThreshold,withinVisitDatesNotes
DEATH,death_type_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Type Concept,0,,,,,Yes,0,,Yes,100,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEATH,person_id,Yes,0,,integer,0,,,,,Yes,0,,PERSON,PERSON_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,device_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Device,0,,,,,Yes,0,,Yes,0,,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,device_exposure_end_date,,,,date,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,DEVICE_EXPOSURE,DEVICE_EXPOSURE_START_DATE,1,,Yes,1,,,,,,Yes,1,,Yes,1,,,,
DEVICE_EXPOSURE,device_exposure_end_datetime,,,,datetime,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,DEVICE_EXPOSURE,DEVICE_EXPOSURE_START_DATETIME,1,,Yes,1,,,,,,Yes,1,,Yes,1,,,,
DEVICE_EXPOSURE,device_exposure_id,Yes,0,,integer,0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,device_exposure_start_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,Yes,1,,Yes,DEVICE_EXPOSURE_END_DATE,1,,Yes,1,,Yes,1,,Yes,5,
DEVICE_EXPOSURE,device_exposure_start_datetime,,,,datetime,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,Yes,1,,Yes,DEVICE_EXPOSURE_END_DATETIME,1,,Yes,1,,Yes,1,,,,
DEVICE_EXPOSURE,device_source_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,Yes,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,device_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,Yes,100,,DEVICE_CONCEPT_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,device_type_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Type Concept,0,,,,,Yes,0,,Yes,0,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,person_id,Yes,0,,integer,0,,,,,Yes,0,,PERSON,PERSON_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,production_id,,,,varchar(255),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,provider_id,,,,integer,0,,,,,Yes,0,,PROVIDER,PROVIDER_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,quantity,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,unique_device_id,,,,varchar(255),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,unit_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Unit,0,,,,,Yes,0,,Yes,100,,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,unit_source_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,unit_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,Yes,100,,UNIT_CONCEPT_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,visit_detail_id,,,,integer,0,,,,,Yes,0,,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVICE_EXPOSURE,visit_occurrence_id,,,,integer,0,,,,,Yes,0,,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOMAIN,domain_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOMAIN,domain_id,Yes,0,,varchar(20),0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOMAIN,domain_name,Yes,0,,varchar(255),0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOSE_ERA,dose_era_end_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,,,,,,,,Yes,1,,Yes,1,,,,
DOSE_ERA,dose_era_id,Yes,0,,integer,0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOSE_ERA,dose_era_start_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,Yes,1,,Yes,DOSE_ERA_END_DATE,1,,Yes,1,,Yes,1,,,,
DOSE_ERA,dose_value,Yes,0,,float,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
DOSE_ERA,drug_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Drug,0,,Ingredient,0,,Yes,0,,Yes,0,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOSE_ERA,person_id,Yes,0,,integer,0,,,,,Yes,0,,PERSON,PERSON_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOSE_ERA,unit_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Unit,0,,,,,Yes,0,,Yes,0,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_ERA,drug_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Drug,0,,Ingredient,0,,Yes,0,,Yes,0,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_ERA,drug_era_end_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,DRUG_ERA,DRUG_ERA_START_DATE,1,,,,,,,,,Yes,1,,Yes,1,,,,
DRUG_ERA,drug_era_id,Yes,0,,integer,0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_ERA,drug_era_start_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,Yes,1,,Yes,DRUG_ERA_END_DATE,1,,Yes,1,,Yes,1,,,,
DRUG_ERA,drug_exposure_count,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_ERA,gap_days,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_ERA,person_id,Yes,0,,integer,0,,,,,Yes,0,,PERSON,PERSON_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,days_supply,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,1,1,,365,1,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,dose_unit_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,drug_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Drug,0,,,,,Yes,0,,Yes,0,,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,drug_exposure_end_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATE,1,,Yes,1,,,,,,Yes,1,,Yes,1,,,,
DRUG_EXPOSURE,drug_exposure_end_datetime,,,,datetime,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATETIME,1,,Yes,1,,,,,,Yes,1,,Yes,1,,,,
DRUG_EXPOSURE,drug_exposure_id,Yes,0,,integer,0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,drug_exposure_start_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,Yes,1,,Yes,DRUG_EXPOSURE_END_DATE,1,,Yes,1,,Yes,1,,Yes,5,
DRUG_EXPOSURE,drug_exposure_start_datetime,,,,datetime,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,Yes,1,,Yes,DRUG_EXPOSURE_END_DATETIME,1,,Yes,1,,Yes,1,,,,
DRUG_EXPOSURE,drug_source_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,Yes,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,drug_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,Yes,10,,DRUG_CONCEPT_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,drug_type_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Type Concept,0,,,,,Yes,0,,Yes,0,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,lot_number,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,person_id,Yes,0,,integer,0,,,,,Yes,0,,PERSON,PERSON_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,provider_id,,,,integer,0,,,,,Yes,0,,PROVIDER,PROVIDER_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,quantity,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,0.0000001,1,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,refills,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,0,1,,24,1,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,route_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Route,0,,,,,Yes,0,,Yes,100,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,route_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,Yes,100,,ROUTE_CONCEPT_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,sig,,,,varchar(MAX),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,stop_reason,,,,varchar(20),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,verbatim_end_date,,,,date,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATE,1,,Yes,1,,,,,,Yes,1,,Yes,1,,,,
DRUG_EXPOSURE,visit_detail_id,,,,integer,0,,,,,Yes,0,,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_EXPOSURE,visit_occurrence_id,,,,integer,0,,,,,Yes,0,,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,amount_unit_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,amount_value,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,box_size,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,denominator_unit_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,denominator_value,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,drug_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Drug,0,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,ingredient_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,Ingredient,0,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,invalid_reason,,,,varchar(1),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,numerator_unit_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,numerator_value,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,valid_end_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,Yes,DRUG_STRENGTH,VALID_START_DATE,0,,,,,,,,,,,,,,,,,
DRUG_STRENGTH,valid_start_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VALID_END_DATE,0,,,,,,,,,,
EPISODE,episode_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Episode,0,,,,,Yes,0,,Yes,0,,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPISODE,episode_end_date,,,,date,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,EPISODE,EPISODE_START_DATE,1,,Yes,1,,,,,,Yes,1,,Yes,1,,,,
EPISODE,episode_end_datetime,,,,datetime,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,EPISODE,EPISODE_START_DATETIME,1,,Yes,1,,,,,,Yes,1,,Yes,1,,,,
EPISODE,episode_id,Yes,0,,integer,0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPISODE,episode_number,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPISODE,episode_object_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPISODE,episode_parent_id,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPISODE,episode_source_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPISODE,episode_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPISODE,episode_start_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,Yes,1,,Yes,EPISODE_END_DATE,1,,Yes,1,,Yes,1,,,,
EPISODE,episode_start_datetime,,,,datetime,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,Yes,1,,Yes,EPISODE_END_DATETIME,1,,Yes,1,,Yes,1,,,,
EPISODE,episode_type_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Type Concept,0,,,,,Yes,0,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPISODE,person_id,Yes,0,,integer,0,,,,,Yes,0,,PERSON,PERSON_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPISODE_EVENT,episode_event_field_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Metadata,0,,,,,Yes,0,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPISODE_EVENT,episode_id,Yes,0,,integer,0,,,,,Yes,0,,EPISODE,EPISODE_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPISODE_EVENT,event_id,Yes,0,,integer,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACT_RELATIONSHIP,domain_concept_id_1,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACT_RELATIONSHIP,domain_concept_id_2,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACT_RELATIONSHIP,fact_id_1,Yes,0,,integer,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACT_RELATIONSHIP,fact_id_2,Yes,0,,integer,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACT_RELATIONSHIP,relationship_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,address_1,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,address_2,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,city,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,country_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Geography,0,,,,,Yes,0,,Yes,100,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,country_source_value,,,,varchar(80),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,county,,,,varchar(20),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,latitude,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,location_id,Yes,0,,integer,0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,location_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,longitude,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,state,,,,varchar(2),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,zip,,,,varchar(9),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEASUREMENT,meas_event_field_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,Yes,0,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEASUREMENT,measurement_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Measurement,0,,,,,Yes,0,,Yes,0,,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEASUREMENT,measurement_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,,,,,,,,Yes,1,,Yes,1,,Yes,5,
MEASUREMENT,measurement_datetime,,,,datetime,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,,,,,,,,,,,,,Yes,1,,Yes,1,,,,
MEASUREMENT,measurement_event_id,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEASUREMENT,measurement_id,Yes,0,,integer,0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEASUREMENT,measurement_source_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,Yes,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEASUREMENT,measurement_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,Yes,10,,MEASUREMENT_CONCEPT_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEASUREMENT,measurement_time,,,,varchar(10),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEASUREMENT,measurement_type_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Type Concept,0,,,,,Yes,0,,Yes,0,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEASUREMENT,operator_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Meas Value Operator,0,,,,,Yes,0,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
